Packet;Start Time;End Time;Data;End Delimiter;Valid;Packet Time
337;-10,274684841776093;-10,27299442510673;00000;LF;1;0,0016904166693620937
338;-10,242938841856244;-10,240962425187604;-00001;LF;1;0,001976416668640013
339;-10,210855841937246;-10,209165425267884;00000;LF;1;0,0016904166693620937
340;-10,179109842017397;-10,177133425348757;-00001;LF;1;0,001976416668640013
341;-10,147025842098401;-10,145335425429039;00000;LF;1;0,0016904166693620937
342;-10,115227842178683;-10,113537425509321;00000;LF;1;0,0016904166693620937
343;-10,083430842258963;-10,0817404255896;00000;LF;1;0,0016904166693620937
344;-10,051632842339245;-10,049942425669883;00000;LF;1;0,0016904166693620937
345;-10,019886842419396;-10,017910425750756;-00001;LF;1;0,001976416668640013
346;-9,9878028425004;-9,986112425831038;00000;LF;1;0,0016904166693620937
347;-9,95600584258068;-9,954315425911318;00000;LF;1;0,0016904166693620937
348;-9,924207842660962;-9,9225174259916;00000;LF;1;0,0016904166693620937
349;-9,892409842741245;-9,890719426071882;00000;LF;1;0,0016904166693620937
350;-9,860611842821527;-9,858921426152165;00000;LF;1;0,0016904166693620937
351;-9,828865842901678;-9,826889426233038;-00001;LF;1;0,001976416668640013
352;-9,79678284298268;-9,795092426313317;00000;LF;1;0,0016904166693620937
353;-9,764984843062962;-9,7632944263936;00000;LF;1;0,0016904166693620937
354;-9,733186843143244;-9,731496426473882;00000;LF;1;0,0016904166693620937
355;-9,701388843223526;-9,699698426554164;00000;LF;1;0,0016904166693620937
356;-9,669591843303806;-9,667901426634444;00000;LF;1;0,0016904166693620937
357;-9,637845843383957;-9,635869426715317;-00001;LF;1;0,001976416668640013
358;-9,605761843464961;-9,604071426795599;00000;LF;1;0,0016904166693620937
359;-9,573963843545243;-9,572273426875881;00001;LF;1;0,0016904166693620937
360;-9,542165843625526;-9,540475426956164;00000;LF;1;0,0016904166693620937
361;-9,510368843705805;-9,508678427036443;00000;LF;1;0,0016904166693620937
362;-9,478570843786088;-9,476880427116726;00000;LF;1;0,0016904166693620937
363;-9,44677284386637;-9,445082427197008;00000;LF;1;0,0016904166693620937
